,Name,Role,Real_Name,Attr,Gender,Race,Appearance
1418,Cupid_Cartman,Not in the game,Cupid Me,Monsters,Male,Caucasian,Cartman Finds Love
1419,Female_QAnon_Tutor,Not in the game,Female QAnon Tutor,Uncategorized,Female,Caucasian,South ParQ Vaccination Special
1420,New_York_Girl,Not in the game,New York Girl,Uncategorized,Female,Unknown,World Wide Recorder Concert
1421,Geological_Survey_Supervisor,Not in the game,Geological Survey Supervisor,Monsters,Male,Caucasian,About Last Night...
1422,Chris_Christie,Not in the game,Chris Christie,Political Celebrities,Male,Caucasian,Member Berries
1423,Danny_Ganz,Not in the game,Danny Ganz,Uncategorized,Male,Unknown,Two Guys Naked in a Hot Tub
1424,Cable_Company_Worker,Not in the game,Cable Company Worker,Uncategorized,Male,Unknown,Informative Murder Porn
1425,Museum_of_Tolerance_Guide,Not in the game,Museum of Tolerance Guide,Uncategorized,Female,Caucasian,The Death Camp of Tolerance
1426,"Betsy_(""D-Yikes!"")",Not in the game,"Betsy (""D-Yikes!"")",Uncategorized,Female,Unknown,D-Yikes!
1427,Washcloth,Not in the game,Washcloth,Uncategorized,Male,Washcloth,Crippled Summer
1428,HBC_Producer,Not in the game,HBC Producer,Uncategorized,Male,Caucasian,It Hits the Fan
1429,"Steve_(""Pip"")",Not in the game,"Steve (""Pip"")",Uncategorized,Male,Unknown,Pip
1430,Russell_Brand,Not in the game,Russell Brand,Uncategorized,Male,Caucasian,Funnybot
1431,A.W.E.S.O.M.-O_4000,Not in the game,A.W.E.S.O.M.-O 4000,Monsters,Male,Robot,AWESOM-O
1432,Winona_Ryder,Not in the game,Winona Ryder,Uncategorized,Female,Caucasian,"South Park: Bigger, Longer & Uncut"
1433,Thomas_McElroy,Not in the game,Thomas McElroy,Uncategorized,Male,African-American,The Succubus
1434,Canadian_Minister_of_Mobile_Gaming,Not in the game,Canadian Minister of Mobile Gaming,Uncategorized,Male,Demon,Freemium Isn't Free
1435,Handicapped_Fat_Boy_with_Light_Brown_Hair,Not in the game,Handicapped Fat Boy with Light Brown Hair,Uncategorized,Male,Unknown,Up the Down Steroid
1436,Human_Pete_Puma,Not in the game,Human Pete Puma,Uncategorized,Male,Unknown,Crippled Summer
1437,Geraldo_Rivera,Not in the game,Geraldo Rivera,Television‎ Celebrities,Male,Hispanic,Weight Gain 4000
1438,Lamond,Not in the game,Lamond,Uncategorized,Male,Caucasian,Helen Keller! The Musical
1439,Kevin_Mephesto,Not in the game,Kevin Mephesto,Uncategorized,Male,Caucasian,An Elephant Makes Love to a Pig
1440,Patty_Hamill,Not in the game,Patty Hamill,Uncategorized,Female,Caucasian,Poor and Stupid
1441,The_Back_Dorm_Boys,Not in the game,The Back Dorm Boys,Internet Celebrities,Male,Chinese,Canada on Strike
1442,Shoe_Saver_Salesman,Not in the game,Shoe Saver Salesman,Uncategorized,Male,Caucasian,Insecurity
1443,Don_Heisman,Not in the game,Don Heisman,Uncategorized,Male,Unknown,Wing
1444,Judge_Julie,Not in the game,Judge Julie,Uncategorized,Female,Unknown,Sexual Harassment Panda
1445,General_Store_Clerk,Not in the game,General Store Clerk,Uncategorized,Male,Caucasian,Spontaneous Combustion
1446,Scary_Assistant,Not in the game,Scary Assistant,Uncategorized,Male,Unknown,Butt Out
1447,United_States_Coast_Guard,Not in the game,United States Coast Guard,Monsters,Male,Unknown,Unknown
1448,City_Ninjas,Not in the game,City Ninjas,Uncategorized,Male,Unknown,Unknown
1449,Janet_Fitzsimmons,Not in the game,Janet Fitzsimmons,Uncategorized,Female,Caucasian,White People Renovating Houses
1450,Lexus_Martin,Not in the game,Lexus Martin,Monsters,Female,Caucasian,Raisins
1451,Barack_Obama,Not in the game,Barack Obama,Political Celebrities,Male,African-American/Caucasian,Britney's New Look
1452,Laura_Bush,Not in the game,Laura Bush,Political Celebrities,Female,Caucasian,Super Best Friends
1453,Millard_Anderson,Not in the game,Millard Anderson,Uncategorized,Male,Caucasian,It Hits the Fan
1454,Hobby_Enthusiast_Clerk,Not in the game,Hobby Enthusiast Clerk,Uncategorized,Male,Caucasian,The Magic Bush
1455,The_Alien_(Xenomorph),Not in the game,The Alien (Xenomorph),Aliens,Unknown,Xenomorph,"Imaginationland, Episode II"
1456,Michael_Collins,Not in the game,Michael Collins,Uncategorized,Male,Caucasian,Christian Rock Hard
1457,Nurse_Gollum,Not in the game,Nurse Gollum,School Faculty,Female,Caucasian,The Unaired Pilot
1458,Vladimir_Putin,Not in the game,Vladimir Putin,Political Celebrities,Male,Unknown,Free Willzyx
1459,Thomas_(Charlotte\'s_Father),Not in the game,Thomas (Charlotte\'s Father),Uncategorized,Unknown,Unknown,Unknown
1460,Nicki_Minaj,Not in the game,Nicki Minaj,Music Celebrities,Female,Trinidadian-American,REHASH|#REHASH
1461,Dr._Carroll,Not in the game,Dr. Carroll,Uncategorized,Male,Caucasian,Tonsil Trouble
1462,Allen_Ginsberg,Not in the game,Allen Ginsberg,Uncategorized,Male,Unknown,Do the Handicapped Go to Hell?
1463,Billy_Mays,Not in the game,Billy Mays,Television‎ Celebrities,Male,Caucasian,Dead Celebrities
1464,Hispanic_Boy_with_Olive_Vest,Not in the game,Hispanic Boy with Olive Vest,Uncategorized,Male,Latino-American,South ParQ Vaccination Special
1465,Pi-Pi,Not in the game,Pi-Pi,Uncategorized,Male,Italian,Pee
1466,Legless_Boy,Not in the game,Legless Boy,Uncategorized,Male,Unknown,Raising the Bar
1467,Corey_Hart,Not in the game,Corey Hart,Music Celebrities,Male,Caucasian,Royal Pudding
1468,Chantal,Not in the game,Chantal,Uncategorized,Female,Unknown,Freak Strike
1469,Henry_Kline,Not in the game,Henry Kline,4th Graders,Male,Caucasian,Put It Down
1470,Porsche,Not in the game,Porsche,Monsters,Female,Caucasian,Raisins
1471,Mr._Twig,Not in the game,Mr. Twig,Monsters,Male,Unknown,Summer Sucks
1472,Mark_McGwire,Not in the game,Mark McGwire,Sports Celebrities,Male,Caucasian,Up the Down Steroid
1473,Snow_White,Not in the game,Snow White,Monsters,Female,Caucasian,Band in China
1474,Michael_Jackson_Hologram,Not in the game,Michael Jackson Hologram,Uncategorized,Unknown,Human Hologram,REHASH|#REHASH
1475,The_Other_4th_Grade,Not in the game,The Other 4th Grade,Monsters,Male,Unknown,Unknown
1476,Dr._Doctor,Not in the game,Dr. Doctor,Uncategorized,Male,Unknown,Cartman's Mom is Still a Dirty Slut
1477,Amanda,Not in the game,Amanda,Uncategorized,Female,Unknown,The Tooth Fairy Tats 2000
1478,Glen_Dumont,Not in the game,Glen Dumont,Uncategorized,Male,Caucasian,Fun with Veal
1479,M._Night_Shyamalan,Not in the game,M. Night Shyamalan,Uncategorized,Male,Indian,Imaginationland
1480,6th_Grader_with_Yellow_Shirt_and_Brown_Pants,Not in the game,6th Grader with Yellow Shirt and Brown Pants,Uncategorized,Male,Caucasian,Pre-School
1481,Towelie_(Character),Not in the game,Towelie (Character),Uncategorized,Male,Genetically Engineered Towel,Towelie
1482,Mutant_Turkeys,Not in the game,Mutant Turkeys,Monsters,Unknown,Turkey,Starvin' Marvin
1483,Crips_(Gang),Not in the game,Crips (Gang),Monsters,Male,Unknown,Unknown
1484,Japanese_News_Reporters,Not in the game,Japanese News Reporters,Uncategorized,Male,Japanese,Ginger Cow
1485,Emmett_Hollis,Not in the game,Emmett Hollis,4th Graders,Male,Unknown,Pinewood Derby
1486,Meth_Heads,Not in the game,Meth Heads,Uncategorized,Male,Unknown,Unknown
1487,John_Travolta,Not in the game,John Travolta,Uncategorized,Male,Unknown,The Entity
1488,Cher,Not in the game,Cher,Music Celebrities,Female,Caucasian,Unknown
1489,Samaritans,Not in the game,Samaritans,Uncategorized,Unknown,Unknown,Unknown
1490,Tardicaca_Indians,Not in the game,Tardicaca Indians,Uncategorized,Male,Unknown,Crippled Summer
1491,Jake,Not in the game,Jake,4th Graders,Male,Unknown,Rainforest Shmainforest
1492,Lao_Tse,Not in the game,Lao Tse,Religious Figures,Male,Unknown,Super Best Friends
1493,Human_Beaky_Buzzard,Not in the game,Human Beaky Buzzard,Uncategorized,Male,Unknown,Crippled Summer
1494,Nose-Picker_Girl,Not in the game,Nose-Picker Girl,Uncategorized,Female,Unknown,About Last Night...
1495,Captain_Hook,Not in the game,Captain Hook,Monsters,Male,Caucasian,Band in China
1496,"Rick_(""Black_Friday"")",Not in the game,"Rick (""Black Friday"")",Uncategorized,Male,Unknown,Black Friday
1497,Four-Assed_Monkey,Not in the game,Four-Assed Monkey,Animals,Unknown,Primate,An Elephant Makes Love to a Pig
1498,Mickey_Mouse,Not in the game,Mickey Mouse,Monsters,Male,Anthropomorphic Mouse,The Ring
1499,Canadian_Banker,Not in the game,Canadian Banker,Uncategorized,Male,Unknown,South Park: The Stick of Truth
1500,Saint_Peter,Not in the game,Saint Peter,Uncategorized,Male,Unknown,Fantastic Easter Special
1501,Timothy_Neely,Not in the game,Timothy Neely,Uncategorized,Male,Unknown,About Last Night...
1502,Cardinal_Roger_Mahony,Not in the game,Cardinal Roger Mahony,Uncategorized,Male,Unknown,Hell on Earth 2006
1503,Cthulhu,Not in the game,Cthulhu,Monsters,Male,Inter-Dimensional Being,Unknown
1504,Doctor_Tom,Not in the game,Doctor Tom,Uncategorized,Male,Caucasian,Tom's Rhinoplasty
1505,Adams_County_Pee-Wee_Hockey_Team,Not in the game,Adams County Pee-Wee Hockey Team,Groups and Cliques,Male,Unknown,Unknown
1506,John_Elway,Not in the game,John Elway,Sports Celebrities,Male,Unknown,Cartman's Mom is a Dirty Slut
1507,Sally_Darson,Not in the game,Sally Darson,4th Graders,Female,Unknown,Butters' Bottom Bitch
1508,Tom_Cruise,Not in the game,Tom Cruise,Uncategorized,Male,Unknown,Trapped in the Closet
1509,Mountain_Lion_Cubs,Not in the game,Mountain Lion Cubs,Animals,Unknown,Mountain Lion,Woodland Critter Christmas
1510,Mr._and_Mrs._Triscotti,Not in the game,Mr. and Mrs. Triscotti,Uncategorized,Unknown,Unknown,Go God Go
1511,Canadian_President,Not in the game,Canadian President,Fictional Celebrities,Male,Caucasian,Where My Country Gone?
1512,Casey_Miller,Not in the game,Casey Miller,1st-3rd Graders,Male,Unknown,Dances with Smurfs
1513,Sarah_Valmer,Not in the game,Sarah Valmer,Uncategorized,Female,Unknown,Krazy Kripples
1514,General_Davis,Not in the game,General Davis,Uncategorized,Male,African-American,Pandemic
1515,Ethiopian_Tribe,Not in the game,Ethiopian Tribe,Monsters,Unknown,Unknown,Unknown
1516,John_Hancock,Not in the game,John Hancock,Historical Celebrities,Male,Unknown,I'm a Little Bit Country
1517,Unnamed_Black_Vampire,Not in the game,Unnamed Black Vampire,Monsters,Male,Unknown,Unknown
1518,Dean_Howland,Not in the game,Dean Howland,Uncategorized,Male,Unknown,Crack Baby Athletic Association
1519,Jefferson_Davis,Not in the game,Jefferson Davis,Monsters,Male,Unknown,The Red Badge of Gayness
1520,Paul_Ryan,Not in the game,Paul Ryan,Political Celebrities,Male,Caucasian,Doubling Down
1521,Gary_Nelson,Not in the game,Gary Nelson,Uncategorized,Male,Caucasian,Ginger Kids
1522,Dan_Snyder,Not in the game,Dan Snyder,Sports Celebrities,Male,Caucasian,Go Fund Yourself
1523,Nancy_Turner,Not in the game,Nancy Turner,Uncategorized,Female,Caucasian,Marjorine
1524,Uncle_Stotch,Not in the game,Budd Stotch,Uncategorized,Male,Unknown,AWESOM-O
1525,Muscleman_Marc,Not in the game,Muscleman Marc,Monsters,Male,Unknown,1%
1526,Kenyan_News_Reporters,Not in the game,Kenyan News Reporters,Uncategorized,Male,Bantu,Ginger Cow
1527,Lisa_Cartman,Not in the game,Lisa Cartman,Uncategorized,Female,Unknown,Merry Christmas Charlie Manson!
1528,Red_Harris,Not in the game,Red Harris,Uncategorized,Male,Unknown,Chinpokomon
1529,James_Taylor,Not in the game,James Taylor,Music Celebrities,Male,Caucasian,Fat Camp
1530,Jacob_Hallery,Not in the game,Jacob Hallery,4th Graders,Male,Caucasian,The Poor Kid
1531,Mountain_Lion,Not in the game,Mountain Lion,Uncategorized,Female,Mountain Lion,Woodland Critter Christmas
1532,Laura_Jones,Not in the game,Laura Jones,Uncategorized,Female,Caucasian,Kenny Dies
1533,Dale_Earnhardt_Jr.,Not in the game,Dale Earnhardt Jr.,Uncategorized,Male,Caucasian,Poor and Stupid
1534,Vegan_Boy,Not in the game,Vegan Boy,Uncategorized,Male,Unknown,Let Them Eat Goo
1535,Internet_Scientists,Not in the game,Internet Scientists,Uncategorized,Male,Unknown,Unknown
1536,Dr._Phil,Not in the game,Dr. Phil,Uncategorized,Male,Caucasian,HUMANCENTiPAD
1537,Jim_Brown-ish,Not in the game,Jim Brown-ish,Uncategorized,Male,Caucasian,Unknown
1538,Stupid_Spoiled_Whore_Store_Owner,Not in the game,Stupid Spoiled Whore Store Owner,Uncategorized,Male,Unknown,Stupid Spoiled Whore Video Playset
1539,"""Lava_and_You""_Boys",Not in the game,"""Lava and You"" Boys",Uncategorized,Male,Unknown,Volcano
1540,Earl_of_Winnipeg,Not in the game,Earl of Winnipeg,Uncategorized,Male,Caucasian,South Park: The Stick of Truth
1541,Costa_Rican_President,Not in the game,Costa Rican President,Monsters,Male,Unknown,Rainforest Shmainforest
1542,The_Clitoris,Not in the game,The Clitoris,Uncategorized,Female,Unknown,"South Park: Bigger, Longer & Uncut"
1543,Fast_Food_Executives,Not in the game,Fast Food Executives,Uncategorized,Unknown,Unknown,Unknown
1544,Stormtroopers,Not in the game,Stormtroopers,Monsters,Male,Unknown,"Imaginationland, Episode II"
1545,ManBearPig_(Character),Not in the game,ManBearPig (Character),Monsters,Male,Demon,ManBearPig
1546,Yanagopa_Tribe,Not in the game,The Yanagopa Tribe,Monsters,Male,Unknown,Unknown
1547,Paris_Hilton\'s_Chauffeur,Not in the game,Paris Hilton\'s Chauffeur,Uncategorized,Unknown,Unknown,Unknown
1548,Boy_with_Red_Shirt,Not in the game,Boy with Red Shirt,4th Graders,Male,Caucasian,City on the Edge of Forever (Flashbacks)
1549,Mr._Grazier,Not in the game,Mr. Grazier,Uncategorized,Male,Caucasian,Cripple Fight
1550,Dennis_Murray,Not in the game,Dennis Murray,Uncategorized,Male,Unknown,Up the Down Steroid
1551,Nick_Jabs,Not in the game,Nick Jabs,Uncategorized,Male,Caucasian,Butterballs
1552,Phillip\'s_Replacement,Not in the game,Phillip\'s Replacement,Uncategorized,Unknown,Unknown,Unknown
1553,Dr._David_Nelson,Not in the game,Dr. David Nelson,Uncategorized,Male,Unknown,With Apologies to Jesse Jackson
1554,Popeye,Not in the game,Popeye,Monsters,Male,Unknown,Hell on Earth 2006
1555,Dr._Hallis,Not in the game,Dr. Hallis,Uncategorized,Male,Caucasian,Bebe's Boobs Destroy Society
1556,Mao_Zedong,Not in the game,Mao Zedong,Political Celebrities,Male,Chinese,Mr. Hankey's Christmas Classics
1557,"Michael,_Kurt,_Bill_and_Dave",Not in the game,"Michael, Kurt, Bill and Dave",Uncategorized,Unknown,Unknown,Unknown
1558,Stephen_Hopkins,Not in the game,Stephen Hopkins,Uncategorized,Male,Caucasian,I'm a Little Bit Country
1559,Aging_Hippie_Liberal_Douche,Not in the game,Aging Hippie Liberal Douche,Uncategorized,Male,Unknown,Goobacks
1560,Old_Cap,Not in the game,Old Cap,Uncategorized,Male,Caucasian,Black Friday
1561,"Rick_(""Taming_Strange"")",Not in the game,"Rick (""Taming Strange"")",Uncategorized,Male,Canadian,Taming Strange
1562,Obese_Woman_Shopper,Not in the game,Obese Woman Shopper,Monsters,Female,Unknown,Black Friday
1563,Future_Humans,Not in the game,Future Humans,Uncategorized,Male,Unknown,Goobacks
1564,Retarded_Fish,Not in the game,Retarded Fish,Animals,Male,Goldfish,A Scause For Applause
1565,P._Diddy,Not in the game,P. Diddy,Music Celebrities,Male,African-American,Douche and Turd
1566,Girl_with_Pink_Flower_Shirt,Not in the game,Girl with Pink Flower Shirt,Uncategorized,Female,Caucasian,"South Park: Bigger, Longer & Uncut"
1567,Pat_Conners,Not in the game,Pat Conners,Uncategorized,Female,Unknown,Taming Strange
1568,The_Sony_President,Not in the game,Sony President,Uncategorized,Male,Unknown,Black Friday
1569,Nazi_Zombie_Cows,Not in the game,Nazi Zombie Cows,Monsters,Unknown,"Cattle, Zombies",South Park: The Stick of Truth
1570,Anthony_Webster,Not in the game,Anthony Webster,Monsters,Male,African-American,Wieners Out
1571,McNuggets,Not in the game,McNuggets,Animals,Male,Rooster,Cock Magic
1572,Wendy_Williams,Not in the game,Wendy Williams,Television‎ Celebrities,Female,African-American,REHASH|#REHASH
1573,Glinda_the_Good_Witch,Not in the game,Glinda the Good Witch,Monsters,Female,Caucasian,"Imaginationland, Episode III"
1574,Robin_Williams_Hologram,Not in the game,Robin Williams Hologram,Uncategorized,Unknown,Unknown,Unknown
1575,Boy_with_Brown_Hair,Not in the game,Boy with Brown Hair,Monsters,Male,Caucasian,Faith Hilling
1576,Michael_Chertoff,Not in the game,Michael Chertoff,Political Celebrities,Male,Guinea Creature,Pandemic
1577,Christopher_Wallace,Not in the game,Christopher Wallace,Music Celebrities,Male,African Jamaican-American,Hell on Earth 2006
1578,The_6th_Graders,Not in the game,The 6th Graders,Groups and Cliques,Male,Unknown,Unknown
1579,David_Satcher,Not in the game,David Satcher,Uncategorized,Male,African-American,Red Hot Catholic Love
1580,Doctor_Lindsay,Not in the game,Doctor Lindsay,Uncategorized,Female,Caucasian ,The Death of Eric Cartman
1581,Handicapped_Girl_with_Light_Brown_Hair,Not in the game,Handicapped Girl with Light Brown Hair,Uncategorized,Female,Unknown,Up the Down Steroid
1582,John_Warsog,Not in the game,John Warsog,Uncategorized,Male,Unknown,Death
1583,Mulan,Not in the game,Mulan,Monsters,Female,Chinese,Band in China
1584,Jimmy_Cartman,Not in the game,Jimmy Cartman,Animals,Male,Bulldog,Merry Christmas Charlie Manson!
1585,Moses,Not in the game,Moses,Religious Figures,Male,Unknown,Jewbilee
1586,Nazi_Zombie_Gnomes,Not in the game,Nazi Zombie Gnomes,Monsters,Male,"Gnomes, Zombies",South Park: The Stick of Truth
1587,Tammy_Thompson,Not in the game,Tammy Thompson,Uncategorized,Female,Unknown,Black Friday
1588,Tom_Vilsack,Not in the game,Tom Vilsack,Political Celebrities,Male,Unknown,Gluten Free Ebola
1589,"Steven_(""Super_Best_Friends"")",Not in the game,"Steven (""Super Best Friends"")",Uncategorized,Male,Caucasian,Super Best Friends
1590,Diane_Choksondik,Not in the game,Diane Choksondik,School Faculty,Female,Caucasian,Fourth Grade
1591,Lucy_Harris,Not in the game,Lucy Harris,Uncategorized,Female,Caucasian,All About Mormons
1592,JonBen%C3%A9t_Ramsey,Not in the game,JonBenét Ramsey,Uncategorized,Female,Unknown,Probably
1593,Big_Black_Scary_Monster,Not in the game,Big Black Scary Monster,Monsters,Unknown,Monster,City on the Edge of Forever (Flashbacks)
1594,"Heidi_(""Dead_Celebrities"")",Not in the game,"Heidi (""Dead Celebrities"")",Uncategorized,Female,Unknown,Dead Celebrities
1595,Vice_President_Greg,Not in the game,Vice President Greg,Animals,Male,Unknown,Lice Capades
1596,6th_Grader_with_Brown_Hat,Not in the game,6th Grader with Brown Hat,Uncategorized,Male,Unknown,The Unaired Pilot
1597,Dio,Not in the game,Dio,Monsters,Male,Unknown,Unknown
1598,"Heidi\'s_Mother_(""Dead_Celebrities"")",Not in the game,"Heidi\'s Mother (""Dead Celebrities"")",Uncategorized,Unknown,Unknown,Unknown
1599,Paula_Deen,Not in the game,Paula Deen,Uncategorized,Female,Caucasian,Crème Fraiche
1600,Senior_AIDS_Researcher,Not in the game,Senior AIDS Researcher,Uncategorized,Male,Caucasian,Tonsil Trouble
1601,6th_Graders_Bruisers,Not in the game,6th Graders Bruisers,Uncategorized,Male,Unknown,South Park: The Fractured But Whole
1602,Hollywood_Elites,Not in the game,Hollywood Elites,Monsters,Unknown,Unknown,Unknown
1603,Russell_Crowe_Editor,Not in the game,Russell Crowe Editor,Uncategorized,Male,Unknown,The New Terrance and Phillip Movie Trailer
1604,Mrs._Vladchik,Not in the game,Mrs. Vladchik,Uncategorized,Female,Unknown,Quintuplets 2000
1605,Steve_Irwin,Not in the game,Steve Irwin,Television‎ Celebrities,Male,Caucasian,Prehistoric Ice Man
1606,Thomas,Not in the game,Thomas,4th Graders,Male,Caucasian,Le Petit Tourette
1607,Caine,Not in the game,Caine,Uncategorized,Male,Caucasian,Margaritaville
1608,6th_Grader_with_Cyan_Hat,Not in the game,6th Grader with Cyan Hat,Uncategorized,Male,Unknown,Clubhouses
1609,Man_with_Blond_Hair_and_Gray_Shirt,Not in the game,Man with Blond Hair and Gray Shirt,Uncategorized,Male,Unknown,Chef Aid
1610,Prostitution_Customer,Not in the game,Prostitution Customer,Uncategorized,Male,Caucasian,Butters' Bottom Bitch
1611,"President\'s_Council_on_Fitness,_Sports_&_Nutrition_Representative",Not in the game,"President\'s Council on Fitness, Sports & Nutrition Representative",Uncategorized,Unknown,Unknown,Unknown
1612,Harrison_Moore,Not in the game,Harrison Moore,Uncategorized,Male,Unknown,Goobacks
1613,Mr._and_Mrs._Drordy,Not in the game,Mr. and Mrs. Drordy,Uncategorized,Unknown,Unknown,You Have 0 Friends
1614,Michelle_Obama,Not in the game,Michelle Obama,Political Celebrities,Female,African-American,About Last Night...
1615,Starvin\'_Marvin_(Character),Not in the game,Starvin\' Marvin (Character),Uncategorized,Unknown,Unknown,Unknown
1616,Eduardo_Hernandez,Not in the game,Eduardo Hernandez,Uncategorized,Male,Latino,Members Only
1617,Ween,Not in the game,Ween,Monsters,Male,Unknown,Unknown
1618,Magi,Not in the game,Magi,Uncategorized,Male,Unknown,Unknown
1619,QAnon,Not in the game,QAnon,Monsters,Unknown,Unknown,Unknown
1620,Conan_O\'Brien,Not in the game,Conan O\'Brien,Uncategorized,Unknown,Unknown,Unknown
1621,Chef_Aid_Host,Not in the game,Chef Aid Host,Uncategorized,Male,Caucasian,Chef Aid
1622,Cajun_Shrimp_Merchant,Not in the game,Cajun Shrimp Merchant,Uncategorized,Male,Caucasian,Unknown
1623,Stephen_Tamill,Not in the game,Stephen Tamill,5th-9th Graders,Male,Unknown,1%
1624,Queen_Elizabeth_II,Not in the game,Queen Elizabeth II,Political Celebrities,Female,Unknown,The Snuke
1625,Gloria_Allred,Not in the game,Gloria Allred,Uncategorized,Female,Unknown,Cripple Fight
1626,Dan_Banks,Not in the game,Dan Banks,Uncategorized,Male,Caucasian,Margaritaville
1627,Wizard_Alien,Not in the game,Wizard Alien,Aliens,Male,Caucasian,Sexual Healing
1628,Uncle_Stinky,Not in the game,Uncle Stinky,Uncategorized,Male,Caucasian,Merry Christmas Charlie Manson!
1629,Osama_bin_Laden,Not in the game,Osama bin Laden,Political Celebrities,Male,Middle Eastern,Osama bin Laden Has Farty Pants
1630,Ms._Stevenson,Not in the game,Ms. Stevenson,School Faculty,Female,Caucasian,Miss Teacher Bangs a Boy
1631,Chief_Runs_With_Premise\'s_Wife,Not in the game,Chief Runs With Premise\'s Wife,Uncategorized,Unknown,Unknown,Unknown
1632,Robert_Redford,Not in the game,Robert Redford,Uncategorized,Male,Caucasian,Chef's Chocolate Salty Balls
1633,Chinese_Clubbers,Not in the game,Chinese Clubbers,Uncategorized,Male,Unknown,Unknown
1634,Muhammad,Not in the game,Muhammad,Religious Figures,Male,Unknown,Super Best Friends
1635,Leslie,Not in the game,Leslie,Uncategorized,Female,Caucasian,HUMANCENTiPAD
1636,Jonesy,Not in the game,Jonesy,Uncategorized,Male,Unknown,Clubhouses
1637,Saddam_Hussein,Not in the game,Saddam Hussein,Political Celebrities,Male,Middle Eastern,Terrance and Phillip in Not Without My Anus
1638,Unified_Atheist_League_(UAL),Not in the game,Unified Atheist League (UAL),Uncategorized,Unknown,Unknown,Unknown
1639,Harley_Riders,Not in the game,Harley Riders,Monsters,Male,Unknown,Unknown
1640,Luke_Covina,Not in the game,Luke Covina,4th Graders,Male,Latino,Cartman Finds Love
1641,Gordon_Brown,Not in the game,Gordon Brown,Political Celebrities,Male,Unknown,Canada on Strike
1642,Mr._Peters,Not in the game,Mr. Peters,Uncategorized,Male,Unknown,Crack Baby Athletic Association
1643,Hakeem_Korashki,Not in the game,Hakeem Korashki,Uncategorized,Male,Unknown,Tom's Rhinoplasty
1644,Mrs._Feegan,Not in the game,Mrs. Feegan,Uncategorized,Female,Unknown,Broadway Bro Down
1645,Zarganor,Not in the game,Zarganor,Aliens,Male,Zarganor,South Park: The Fractured But Whole
1646,Wall-Mart_Manager,Not in the game,Wall-Mart Manager,Monsters,Male,Unknown,Something Wall-Mart This Way Comes
1647,Cthulhu_Cult_Leader,Not in the game,Cthulhu Cult Leader,Monsters,Male,Caucasian,Mysterion Rises
1648,Teenager_Boy_with_Black_Jacket,Not in the game,Teenager Boy with Black Jacket,Uncategorized,Male,Unknown,"Eek, A Penis!"
1649,South_Park_Express_Conductor,Not in the game,South Park Express Conductor,Uncategorized,Unknown,Unknown,Cartman Gets an Anal Probe
1650,Woodsy_Owl,Not in the game,Woodsy Owl,Monsters,Male,Unknown,Insheeption
1651,Syrian_Refugee_Children,Not in the game,Syrian Refugee Children,Uncategorized,Unknown,Middle Eastern,Stunning and Brave
1652,Hu_Jintao,Not in the game,Hu Jintao,Political Celebrities,Male,Chinese,Pinewood Derby
1653,Mall_Madman,Not in the game,Mall Madman,Uncategorized,Male,Caucasian,Something You Can Do with Your Finger
1654,John_Garner,Not in the game,John Garner,Political Celebrities,Male,Caucasian,Gluten Free Ebola
1655,Escaped_Convict,Not in the game,Escaped Convict,Uncategorized,Male,British,Pip
1656,Dougie_O\'Connell,Not in the game,Dougie O\'Connell,Uncategorized,Unknown,Unknown,Unknown
1657,Mr._and_Mrs._Brown,Not in the game,Mr. and Mrs. Brown,Uncategorized,Unknown,Unknown,Stanley's Cup
1658,Pangolin,Not in the game,Pangolin,Uncategorized,Unknown,Unknown,The Pandemic Special
1659,"Scrambles_(""Major_Boobage"")",Not in the game,"Scrambles (""Major Boobage"")",Uncategorized,Unknown,Cat,Major Boobage
1660,Lil\'_Kim,Not in the game,Lil\' Kim,Music Celebrities,Unknown,Unknown,Unknown
1661,Mr._Sanders,Not in the game,Mr. Sanders,Uncategorized,Male,Unknown,Fat Camp
1662,Karate_Instructor,Not in the game,Karate Instructor,Uncategorized,Male,Unknown,Bloody Mary
1663,Bigfoot_Researchers,Not in the game,Bigfoot Researchers,Monsters,Male,Unknown,Unknown
1664,Mr._McGillicuddy,Not in the game,Mr. McGillicuddy,Uncategorized,Male,Caucasian,Krazy Kripples
1665,Terry\'s_Wife,Not in the game,Terry\'s Wife,Uncategorized,Unknown,Unknown,Unknown
1666,Denver_Broncos,Not in the game,Denver Broncos,Monsters,Unknown,Unknown,Unknown
1667,Mothers_Against_Canada,Not in the game,Mothers Against Canada,Monsters,Female,Unknown,Unknown
1668,Slash,Not in the game,Slash,Music Celebrities,Male,Caucasian-African,I'm a Little Bit Country
1669,Tardicaca_Camp_Counselors,Not in the game,Tardicaca Camp Counselors,Uncategorized,Male,Unknown,Unknown
1670,Metallica,Not in the game,Metallica,Monsters,Male,Unknown,Unknown
1671,Judge_Moses,Not in the game,Judge Moses,Uncategorized,Male,Unknown,Chef Aid
1672,Gino,Not in the game,Gino,Uncategorized,Male,Unknown,Lil' Crime Stoppers
1673,Nick_Donovan,Not in the game,Nick Donovan,Uncategorized,Male,Unknown,Hell on Earth 2006
1674,Dr._Wayne_Schroeder,Not in the game,Dr. Wayne Schroeder,Uncategorized,Male,Caucasian,Skank Hunt
1675,Man_with_Brown_Jacket,Not in the game,Man with Brown Jacket,Monsters,Male,Unknown,Black Friday
1676,Peter,Not in the game,Peter,4th Graders,Male,Unknown,Roger Ebert Should Lay off the Fatty Foods
